entry_time,exit_time,direction,entry_price,exit_price,size,pnl,exit_reason
2025-12-30 15:39:14.646413,2025-12-30 15:43:04.542046,short,88032.68,88041.47,0.0106,-0.09317400000008638,signal_reversal
2025-12-30 15:43:26.971873,2025-12-30 15:44:30.452448,long,88063.43,88037.05,0.01059,-0.2793641999998952,signal_reversal
2025-12-30 15:44:52.052219,2025-12-30 15:46:58.417986,short,88044.21,88063.98,0.0106,-0.20956199999988895,signal_reversal
2025-12-30 15:47:20.325734,2025-12-30 15:47:42.033698,long,88080.0,88060.01,0.01059,-0.21169410000005548,signal_reversal
2025-12-30 15:48:04.366842,2025-12-30 15:48:47.373650,short,88067.73,88069.9,0.01059,-0.02298029999998151,signal_reversal
2025-12-30 15:49:09.285587,2025-12-30 15:50:55.356405,short,88058.15,88045.8,0.01059,0.13078649999990755,signal_reversal
2025-12-30 15:51:16.976902,2025-12-30 15:51:38.276848,long,88045.81,88020.66,0.0049,-0.12323499999997148,signal_reversal
